"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Columbia","0901316400","2010-2014","All","Number","Per Capita Income",41476
"Columbia","0901316400","2010-2014","All","Number","Margins of Error",5913
"Columbia","0901316400","2010-2014","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2010-2014","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2010-2014","Asian Alone","Number","Per Capita Income",9202
"Columbia","0901316400","2010-2014","Asian Alone","Number","Margins of Error",14084
"Columbia","0901316400","2010-2014","Black or African American Alone","Number","Per Capita Income",27956
"Columbia","0901316400","2010-2014","Black or African American Alone","Number","Margins of Error",31803
"Columbia","0901316400","2010-2014","Hispanic or Latino","Number","Per Capita Income",-9999
"Columbia","0901316400","2010-2014","Hispanic or Latino","Number","Margins of Error",-9999
"Columbia","0901316400","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Columbia","0901316400","2010-2014","Some Other Race Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2010-2014","Some Other Race Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2010-2014","Two or More Races","Number","Per Capita Income",33807
"Columbia","0901316400","2010-2014","Two or More Races","Number","Margins of Error",53461
"Columbia","0901316400","2010-2014","White Alone","Number","Per Capita Income",42895
"Columbia","0901316400","2010-2014","White Alone","Number","Margins of Error",3922
"Columbia","0901316400","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",42895
"Columbia","0901316400","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",3922
"Columbia","0901316400","2011-2015","All","Number","Per Capita Income",39947
"Columbia","0901316400","2011-2015","All","Number","Margins of Error",4896
"Columbia","0901316400","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2011-2015","Asian Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2011-2015","Asian Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2011-2015","Black or African American Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2011-2015","Black or African American Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2011-2015","Hispanic or Latino","Number","Per Capita Income",36463
"Columbia","0901316400","2011-2015","Hispanic or Latino","Number","Margins of Error",16820
"Columbia","0901316400","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Columbia","0901316400","2011-2015","Some Other Race Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2011-2015","Some Other Race Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2011-2015","Two or More Races","Number","Per Capita Income",24922
"Columbia","0901316400","2011-2015","Two or More Races","Number","Margins of Error",46315
"Columbia","0901316400","2011-2015","White Alone","Number","Per Capita Income",42682
"Columbia","0901316400","2011-2015","White Alone","Number","Margins of Error",3890
"Columbia","0901316400","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",42615
"Columbia","0901316400","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",3930
"Columbia","0901316400","2012-2016","All","Number","Per Capita Income",40835
"Columbia","0901316400","2012-2016","All","Number","Margins of Error",4513
"Columbia","0901316400","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2012-2016","Asian Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2012-2016","Asian Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2012-2016","Black or African American Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2012-2016","Black or African American Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2012-2016","Hispanic or Latino","Number","Per Capita Income",28346
"Columbia","0901316400","2012-2016","Hispanic or Latino","Number","Margins of Error",17783
"Columbia","0901316400","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Columbia","0901316400","2012-2016","Some Other Race Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2012-2016","Some Other Race Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2012-2016","Two or More Races","Number","Per Capita Income",-9999
"Columbia","0901316400","2012-2016","Two or More Races","Number","Margins of Error",-9999
"Columbia","0901316400","2012-2016","White Alone","Number","Per Capita Income",44176
"Columbia","0901316400","2012-2016","White Alone","Number","Margins of Error",3911
"Columbia","0901316400","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",44293
"Columbia","0901316400","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",3996
"Columbia","0901316400","2013-2017","All","Number","Per Capita Income",46301
"Columbia","0901316400","2013-2017","All","Number","Margins of Error",4403
"Columbia","0901316400","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2013-2017","Asian Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2013-2017","Asian Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2013-2017","Black or African American Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2013-2017","Black or African American Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2013-2017","Hispanic or Latino","Number","Per Capita Income",34828
"Columbia","0901316400","2013-2017","Hispanic or Latino","Number","Margins of Error",16688
"Columbia","0901316400","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Columbia","0901316400","2013-2017","Some Other Race Alone","Number","Per Capita Income",33641
"Columbia","0901316400","2013-2017","Some Other Race Alone","Number","Margins of Error",23849
"Columbia","0901316400","2013-2017","Two or More Races","Number","Per Capita Income",-9999
"Columbia","0901316400","2013-2017","Two or More Races","Number","Margins of Error",-9999
"Columbia","0901316400","2013-2017","White Alone","Number","Per Capita Income",47252
"Columbia","0901316400","2013-2017","White Alone","Number","Margins of Error",4618
"Columbia","0901316400","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",47450
"Columbia","0901316400","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",4662
"Columbia","0901316400","2014-2018","All","Number","Per Capita Income",47985
"Columbia","0901316400","2014-2018","All","Number","Margins of Error",4071
"Columbia","0901316400","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2014-2018","Asian Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2014-2018","Asian Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2014-2018","Black or African American Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2014-2018","Black or African American Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2014-2018","Hispanic or Latino","Number","Per Capita Income",36174
"Columbia","0901316400","2014-2018","Hispanic or Latino","Number","Margins of Error",10084
"Columbia","0901316400","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Columbia","0901316400","2014-2018","Some Other Race Alone","Number","Per Capita Income",29813
"Columbia","0901316400","2014-2018","Some Other Race Alone","Number","Margins of Error",22690
"Columbia","0901316400","2014-2018","Two or More Races","Number","Per Capita Income",-9999
"Columbia","0901316400","2014-2018","Two or More Races","Number","Margins of Error",-9999
"Columbia","0901316400","2014-2018","White Alone","Number","Per Capita Income",49036
"Columbia","0901316400","2014-2018","White Alone","Number","Margins of Error",4221
"Columbia","0901316400","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",49625
"Columbia","0901316400","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",4707
"Columbia","0901316400","2015-2019","All","Number","Per Capita Income",51649
"Columbia","0901316400","2015-2019","All","Number","Margins of Error",4852
"Columbia","0901316400","2015-2019","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2015-2019","Asian Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2015-2019","Asian Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2015-2019","Black or African American Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2015-2019","Black or African American Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2015-2019","Hispanic or Latino","Number","Per Capita Income",33051
"Columbia","0901316400","2015-2019","Hispanic or Latino","Number","Margins of Error",11398
"Columbia","0901316400","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Columbia","0901316400","2015-2019","Some Other Race Alone","Number","Per Capita Income",28799
"Columbia","0901316400","2015-2019","Some Other Race Alone","Number","Margins of Error",17807
"Columbia","0901316400","2015-2019","Two or More Races","Number","Per Capita Income",-9999
"Columbia","0901316400","2015-2019","Two or More Races","Number","Margins of Error",-9999
"Columbia","0901316400","2015-2019","White Alone","Number","Per Capita Income",52642
"Columbia","0901316400","2015-2019","White Alone","Number","Margins of Error",4946
"Columbia","0901316400","2015-2019","White Alone Not Hispanic or Latino","Number","Per Capita Income",53433
"Columbia","0901316400","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",5087
"Columbia","0901316400","2016-2020","All","Number","Per Capita Income",51078
"Columbia","0901316400","2016-2020","All","Number","Margins of Error",6650
"Columbia","0901316400","2016-2020","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2016-2020","Asian Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2016-2020","Asian Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2016-2020","Black or African American Alone","Number","Per Capita Income",-9999
"Columbia","0901316400","2016-2020","Black or African American Alone","Number","Margins of Error",-9999
"Columbia","0901316400","2016-2020","Hispanic or Latino","Number","Per Capita Income",36319
"Columbia","0901316400","2016-2020","Hispanic or Latino","Number","Margins of Error",18035
"Columbia","0901316400","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Columbia","0901316400","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
